,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like
939,门巴将军,5.9,24860303,0.9999999994623954,['马会雷'],"['卫晋', '秦飞']","['刘之冰', '王静', '许媛媛', '洛桑群培', '黑雯丽']",剧情,815,100,2013,10,01,7.0,20.0,111.0,5.0,-2.0,-20.0,-67.0,-5.0
940,独行侠,7.0,3024838,0.9999999999999756,['戈尔·维宾斯基'],"['贾斯汀·海瑟', '泰德·艾略特', '特里·鲁西奥']","['约翰尼·德普', '艾米·汉莫', '海伦娜·伯翰·卡特', '巴里·佩珀', '威廉·菲德内尔']",动作,6113,149,2013,10,05,807.0,9626.0,19718.0,13746.0,-423.0,-5795.0,-6424.0,-6560.0
944,边境少女,6.9,20501177,1.0,['陈富'],[],[],纪录片,55960,45,2012,中国,陆),22.0,3037.0,3088.0,368.0,-17.0,-2858.0,-2779.0,-74.0
945,妈妈的时间,8.6,26306674,0.9999898724774858,['NHK'],['NHK'],['铃木杏'],纪录片,55960,25,2014,12,19,2.0,10.0,31.0,111.0,0.0,0.0,0.0,0.0
946,禁忌游戏之迷藏,3.3,11627065,0.0036846905269879437,['宋胤熹'],['胡小帅'],"['宗峰岩', '王海祥', '念贤儿', '于佳琪', '林诗枝']",惊悚,3324,100,2013,10,11,17.0,361.0,237.0,1193.0,-5.0,20.0,62.0,92.0
949,金刚狼2,6.2,3718424,0.9999999999829996,['詹姆斯·曼高德'],"['马克·鲍姆贝克', '斯科特·弗兰克']","['休·杰克曼', '冈本多绪', '福岛莉拉', '真田广之', '斯维特拉纳·库德钦科娃']",动作,63274,126,2013,10,17,861.0,23151.0,20734.0,57921.0,-2.0,0.0,0.0,0.0
950,我要快乐,7.3,21815004,1.0,['弗朗索瓦·欧容'],['弗朗索瓦·欧容'],"['玛丽恩·瓦科特', '热拉尔丁娜·帕亚', '弗雷德里克·皮耶罗', '方丹·拉瓦特', '约翰·雷森']",剧情,113933,95,2013,08,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,美姐,7.8,10833919,1.0,['郝杰'],"['郝杰', '葛夏']","['叶兰', '冯四', '葛夏', '冯云', '李玉琴']",剧情,113933,91,2013,10,18,304.0,6485.0,4806.0,12339.0,-75.0,0.0,0.0,0.0
953,大明劫,7.8,11627068,1.0,['王竞'],"['谢晓东', '周荣扬']","['冯远征', '戴立忍', '冯波', '杨旸', '钱学格']",剧情,13591,109,2013,10,25,10.0,365.0,1148.0,856.0,-3.0,-1.0,-27.0,-18.0
954,我是球迷,7.1,25757137,0.8935789377712345,['张晓颖'],"['张晓颖', '毛小玉']","['秦汉擂', '杜安琪']",剧情,48197,11,2013,10,29,10.0,22.0,112.0,16.0,-6.0,-22.0,-94.0,-15.0
955,爱拼北京,4.4,21319320,0.7902353368964203,['康博'],['文霞'],"['杨菲洋', '季晨', '赵柯', '李九霄', '贾乃亮']",爱情,48197,93,2013,10,29,871.0,54865.0,121940.0,385561.0,-4.0,4620.0,-17722.0,32774.0
956,斯大林格勒,6.0,6714930,0.9999999999989244,['费奥多尔·邦达尔丘克'],"['谢尔盖·斯涅日金', '伊里亚·蒂尔金']","['彼得·费奥多罗夫', '托马斯·克莱舒曼', '玛丽亚·斯莫尔尼科娃', '亚娜·斯图季琳娜', '德米特里·雷先科夫']",动作,36266,130,2013,10,31,814.0,17806.0,43491.0,271959.0,-262.0,-3204.0,-19649.0,-184145.0
957,猎仇者,4.2,20497559,0.2674412017039751,['伏羲'],"['伏羲', '康宁']","['吴镇宇', '樊少皇', '邓紫衣', '林雪', '杨丽菁']",悬疑,36266,85,2013,11,01,813.0,42957.0,13109.0,126373.0,-402.0,-41139.0,-12748.0,-85383.0
958,精灵旅社,7.4,21327493,0.99999999999988,['格恩迪·塔塔科夫斯基'],"['罗伯特·斯密戈尔', '亚当·桑德勒', '托德·杜伦']","['亚当·桑德勒', '安迪·萨姆伯格', '赛琳娜·戈麦斯', '阿什·布林克夫', '凯文·詹姆斯']",喜剧,2099,89,2015,10,27,33.0,2725.0,7150.0,1087.0,-20.0,-2582.0,-7034.0,65.0
959,我为相亲狂,4.0,24751825,0.004532832326965774,['韩晶'],"['王旭', '顾峥艺']","['韩雪', '杜海涛', '李佳航', '谢依霖', '冯铭潮']",喜剧,2099,107,2013,11,01,6.0,102.0,521.0,256.0,-2.0,-15.0,-287.0,-111.0
961,雷神2：黑暗世界,7.3,6560058,0.9999999999999258,['阿兰·泰勒'],"['克里斯托弗·约斯特', '克里斯托弗·马库斯', '斯蒂芬·麦克菲利', '唐·佩恩', '罗伯特·罗达特', '斯坦·李', '拉里·利伯', '杰克·科比', '沃尔特·西蒙森']","['克里斯·海姆斯沃斯', '娜塔莉·波特曼', '汤姆·希德勒斯顿', '安东尼·霍普金斯', '克里斯托弗·埃克莱斯顿']",动作,473,112,2013,11,08,94.0,3558.0,1887.0,11580.0,-47.0,-1273.0,-593.0,-2487.0
962,甜心巧克力,5.1,10567506,0.99999369118268,['筱原哲雄'],"['米子', '汤迪']","['林志玲', '池内博之', '福地佑介', '陈廷嘉', '郭念秋']",爱情,18971,98,2013,11,08,16.0,200.0,585.0,856.0,0.0,0.0,0.0,0.0
963,我爱的是你爱我,5.4,20471876,0.9751951130039179,['马志宇'],['马志宇'],"['张涵予', '王珞丹', '朱丹', '王柏杰', '李呈媛']",剧情,18971,97,2013,11,08,829.0,12079.0,12763.0,19816.0,-1.0,0.0,0.0,0.0
964,孪生密码,3.7,10793499,0.5663785238324293,['梁凯杰'],"['李灵', '马焱', '晶凌', '李锐']","['曹操', '杨玉梅', '吉飞龙', '沈婵娟', '孙兴']",动作,110255,96,2013,11,08,38.0,8148.0,6268.0,1518.0,-13.0,-3165.0,-2194.0,-679.0
965,我的男男男男朋友,3.6,10766178,0.9930341850028264,['赵崇基'],"['郑东树', '李蔚思']","['汪东城', '谢娜', '李承炫', '谢依霖', '何晶晶']",喜剧,110255,95,2013,11,15,880.0,9696.0,12901.0,26806.0,0.0,246.0,226.0,1037.0
966,赤焰战场2,7.0,7916027,0.9999999999560332,['迪恩·帕里索特'],"['乔·霍贝尔', '埃里希·霍贝尔', '库里·哈米尔', '沃伦·埃利斯']","['布鲁斯·威利斯', '玛丽·露易斯·帕克', '凯瑟琳·泽塔-琼斯', '海伦·米伦', '安东尼·霍普金斯']",喜剧,12603,116,2013,11,15,109.0,53188.0,134530.0,315531.0,-56.0,-8302.0,-4716.0,-10849.0
967,地心引力,7.8,3793783,1.0,['阿方索·卡隆'],"['阿方索·卡隆', '霍纳斯·卡隆']","['桑德拉·布洛克', '乔治·克鲁尼', '艾德·哈里斯', '奥托·伊格内修森', '法尔杜特·夏尔马']",科幻,12603,91,2013,11,19,26.0,303.0,808.0,652.0,-6.0,270.0,421.0,-89.0
968,饥饿游戏2：星火燎原,7.3,6874456,1.0,['弗朗西斯·劳伦斯'],"['西蒙·博福伊', '迈克尔·阿恩特', '苏珊·科林斯']","['詹妮弗·劳伦斯', '乔什·哈切森', '利亚姆·海姆斯沃斯', '伍迪·哈里森', '伊丽莎白·班克斯']",动作,1132588,146,2013,11,21,383.0,2835.0,8765.0,7530.0,-82.0,0.0,0.0,0.0
969,暴躁天使,4.2,11600922,1.0,['赵晔'],['赵晔'],"['李治中', '苏妙玲', '黄孝传', '裘恩典', '张旭']",剧情,1132588,90,2013,11,22,483.0,1080.0,2207.0,8443.0,-121.0,0.0,0.0,0.0
970,森林战士,7.3,3263814,1.0,['克里斯·韦奇'],"['詹姆士·V·哈特', '威廉·乔西', '丹尼尔·希尔', '汤姆·J·阿瑟尔', '马特·恩贝尔', '克里斯·韦奇']","['阿曼达·塞弗里德', '乔什·哈切森', '碧昂丝·诺尔斯', '科林·法瑞尔', '克里斯托弗·沃尔兹']",动画,5546,102,2013,11,29,163.0,2569.0,3325.0,10726.0,-64.0,-613.0,-1601.0,-1836.0
972,郑和1405：魔海寻踪,4.6,10736409,0.595498073682595,"['朱义昌', '高毅']","['韩素平', '王菡']",['张靓颖'],动画,2504,102,2013,11,29,255916.0,4627.0,642.0,59020.0,254924.0,0.0,0.0,0.0
973,无人区,8.1,3804891,0.9999995312963004,['宁浩'],"['述平', '邢爱娜', '崔斯韦', '王红卫', '尚可', '宁浩']","['徐峥', '黄渤', '余男', '多布杰', '王双宝']",剧情,2504,117,2013,12,03,731.0,2754.0,6990.0,6809.0,-73.0,-155.0,397.0,906.0
974,四大名捕2,4.8,10604892,0.9999999992898768,"['陈嘉上', '秦小珍']","['陈嘉上', '陈淑贤', '王思敏', '谭广源', '吕冠南', '温瑞安']","['邓超', '刘亦菲', '邹兆龙', '郑中基', '黄秋生']",动作,22082,118,2013,12,06,818.0,8397.0,19148.0,68737.0,-553.0,-2692.0,-12342.0,-49572.0
975,风暴,6.4,20388198,0.9999999999999996,['袁锦麟'],['袁锦麟'],"['刘德华', '姚晨', '林家栋', '胡军', '吕良伟']",动作,22082,104,2013,12,12,301.0,1788.0,2934.0,3566.0,-125.0,-1174.0,-1667.0,-768.0
976,我的美丽王国,3.3,11526508,0.9999374196281297,['麦咏麟'],['辛苑子'],"['周秀娜', '汪东城', '陈汉典', '巩新亮', '顾璇']",喜剧,106,87,2013,12,13,368.0,3601.0,10567.0,10165.0,-245.0,-1293.0,-6532.0,-5458.0
977,私人订制,5.6,10605978,0.9999999999999648,['冯小刚'],['王朔'],"['葛优', '白百何', '李小璐', '郑恺', '范伟']",喜剧,105570,118,2013,12,19,445.0,7522.0,8029.0,32979.0,-272.0,-1214.0,-4761.0,-6462.0
978,警察故事2013,5.7,20266753,1.0,['丁晟'],['丁晟'],"['成龙', '刘烨', '景甜', '殷桃', '那威']",剧情,105570,108,2013,12,24,106.0,2638.0,2488.0,9176.0,-61.0,-1688.0,-814.0,-6036.0
979,中国好声音之为你转身,2.6,25741108,0.1743713029073578,['蔡於位'],['史益鑫'],"['吴莫愁', '李代沫', '张玮', '丁丁', '张赫宣']",剧情,127300,95,2013,12,27,9.0,212.0,664.0,211.0,-6.0,-187.0,-473.0,-152.0
980,青蛙王国,6.6,19962596,1.0,['尼尔森·申'],"['郑立国', '彭飞']","['石班瑜', '姜瑰瑾', '刘杰']",动画,127300,88,2013,12,28,894.0,32143.0,27307.0,300397.0,-2.0,0.0,0.0,0.0
981,太空熊猫历险记,3.5,24743729,0.30952634964491466,['郑成峰'],['郑成峰'],"['易小寅', '苏俣', '乔菲菲', '李溯', '张馨予']",动画,10711,84,2013,12,28,946.0,6192.0,1088.0,7547.0,-4.0,0.0,0.0,0.0
982,奥林匹斯的陷落,6.3,10743974,0.9999999999999984,['安东尼·福奎阿'],"['克赖顿·罗森博格', '凯特琳·贝内迪克特']","['杰拉德·巴特勒', '艾伦·艾克哈特', '芬利·雅克布森', '迪伦·麦克德莫特', '尹成植']",动作,10711,114,2013,12,29,56.0,232.0,286.0,1058.0,-35.0,-73.0,-34.0,-520.0
983,等风来,5.6,10833923,0.9999999863528181,['滕华涛'],['鲍鲸鲸'],"['倪妮', '井柏然', '刘雅瑟', '张子萱', '刘孜']",喜剧,61477,107,2013,12,31,908.0,1562.0,5541.0,13133.0,-6.0,0.0,0.0,0.0
984,圣杯神器：骸骨之城,5.4,4126925,0.9999999999875556,['哈罗德·兹瓦特'],"['杰西卡·波斯蒂戈', '卡珊德拉·克莱尔']","['莉莉·柯林斯', '杰米·坎贝尔·鲍尔', '凯文·席格斯', '杰迈玛·韦斯特', '罗伯特·席安']",动作,61477,130,2014,01,03,239.0,1591.0,737.0,24459.0,-169.0,-488.0,-43.0,-6518.0
985,安德的游戏,6.9,5323957,0.999999999999612,['加文·胡德'],"['加文·胡德', '奥森·斯科特·卡德']","['阿萨·巴特菲尔德', '哈里森·福特', '海莉·斯坦菲尔德', '阿比盖尔·布蕾斯琳', '本·金斯利']",动作,185,114,2014,01,07,11.0,946.0,695.0,3343.0,-1.0,-247.0,64.0,-2082.0
986,神偷奶爸2,8.0,4915857,0.9999999978110437,"['皮埃尔·柯芬', '克里斯·雷纳德']","['辛科·保罗', '肯·道里欧']","['史蒂夫·卡瑞尔', '克里斯汀·韦格', '本杰明·布拉特', '米兰达·卡斯格拉夫', '拉塞尔·布兰德']",喜剧,1418,99,2014,01,10,66.0,1453.0,2284.0,3524.0,-33.0,-833.0,-1725.0,-1441.0
987,夺命地铁,6.9,20497633,1.0,['安东·梅格尔季切夫'],"['丹尼斯·库雷舍夫', '维多利亚·叶夫谢耶娃']","['谢尔盖·普斯科帕里斯', '阿纳托利·比利', '斯维特拉纳·库德钦科娃', '安菲萨·梅德韦迭娃', '亚力克萨·巴杜科夫']",剧情,1418,107,2014,01,10,89.0,12962.0,12286.0,23075.0,-59.0,-11715.0,-11409.0,-18851.0
988,早安，冬日海,4.8,25744252,0.9999841036613996,['胡涵清'],"['秦铭禧', '甘世佳']","['张子文', '任容萱', '钱泳辰']",爱情,2586,93,2014,01,10,257.0,33483.0,21043.0,92292.0,-114.0,-27537.0,-18685.0,-79443.0
989,桔子的天空,7.3,25861612,0.9999999999997696,['徐鸿钧'],['崔民'],"['李万年', '武东博']",剧情,2586,98,2015,01,15,698.0,25797.0,111793.0,182391.0,-298.0,-8208.0,-100189.0,-152724.0
990,一触即发,5.7,3014957,0.9999999967138335,['肯尼思·布拉纳'],"['亚当·科扎德', '大卫·凯普', '汤姆·克兰西']","['克里斯·派恩', '凯文·科斯特纳', '肯尼思·布拉纳', '凯拉·奈特莉', '嘉玛·陈']",剧情,692,105,2014,01,17,361.0,22049.0,20194.0,224044.0,-262.0,-15782.0,-11480.0,-147392.0
991,熊出没之夺宝熊兵,6.4,24753811,0.999999998572986,"['丁亮', '刘富源']","['刘富源', '徐芸', '江波', '崔铁志', '万秦', '姜璐', '戴悫', '张金', '林超', '刘服华', '陈为强', '叶天龙', '林汇达', '黄燕']","['张秉君', '张伟', '谭笑', '陈光', '孙尧东']",喜剧,692,95,2014,01,17,9.0,152.0,296.0,338.0,0.0,-82.0,-165.0,-131.0
992,石斛兰,3.2,25807588,0.017877068063224533,['王崴'],"['王崴', '林子']","['成国栋', '古典', '戴江', '覃可言', '李昂']",剧情,4456,118,2014,01,18,781.0,64943.0,481773.0,167364.0,-635.0,-54520.0,-464633.0,-122455.0
993,巴啦啦小魔仙之魔法的考验,3.3,25791073,0.957587333995894,"['于人', '刘浩']","['齐圆', '李冠萱']","['陈雨薇', '赵今麦', '刘黛希', '王慧', '徐可']",儿童,4456,90,2014,01,23,76.0,167.0,158.0,461.0,-28.0,39.0,48.0,70.0
994,前任攻略,6.2,24751754,0.9999999999999762,['田羽生'],"['田羽生', '史晨赟', '刘伯翰', '牛新瑶']","['韩庚', '姚星彤', '郑恺', '王丽坤', '班嘉佳']",喜剧,5618,108,2014,01,31,1.0,7.0,15.0,37.0,0.0,0.0,0.0,0.0
995,大话天仙,3.0,4913222,0.02114700407473213,['刘镇伟'],['刘镇伟'],"['孙俪', '郑中基', '郑伊健', '方力申', '郭德纲']",喜剧,5686,91,2014,02,02,852.0,19490.0,50504.0,122856.0,10.0,0.0,0.0,0.0
996,冰雪奇缘,8.3,4202982,1.0,"['克里斯·巴克', '珍妮弗·李']","['珍妮弗·李', '克里斯·巴克', '安徒生']","['克里斯汀·贝尔', '伊迪娜·门泽尔', '乔纳森·格罗夫', '乔什·加德', '圣蒂诺·方塔纳']",喜剧,5686,102,2014,02,05,815.0,224110.0,272052.0,860077.0,-576.0,-217355.0,-264100.0,-834653.0
997,过界男女,5.6,19944289,1.0,['刘韵文'],['刘韵文'],"['刘嘉玲', '陈坤', '田沅', '车婉婉', '郑丹瑞']",剧情,284,94,2014,02,14,176.0,5075.0,13063.0,9208.0,-114.0,-1318.0,-2972.0,493.0
998,江南爱情故事,5.1,25761527,0.9999993992117434,['任鹏'],['卢冬红'],"['沈秋雨', '沈涛', '王欢', '呼延晓辉', '张恩齐']",爱情,284,94,2014,02,14,819.0,19236.0,116997.0,64565.0,5.0,0.0,0.0,1.0
999,菊花台,3.1,20256501,0.9999441242388296,"['范秀明', '刘海波']","['李斌', '黄乾生']","['夏一瑶', '黄海', '苏濛濛', '宋来运']",爱情,27052,90,2014,02,14,850.0,10608.0,20648.0,66804.0,-5.0,0.0,0.0,0.0
1000,李可乐寻人记,5.9,10574621,0.06652674582031448,['周伟'],"['李承鹏', '朱可欣']","['喻恩泰', '谭卓', '王澜霏', '秦卫东', '李彧']",喜剧,27052,92,2014,02,21,109.0,7864.0,24079.0,11558.0,-64.0,465.0,-11720.0,-3031.0
1001,命运派对,5.5,25758005,1.0,['何康'],"['何康', '罗佩清', '陈肇忠', '麦欣恩']","['黄贯中', '谢安琪', '关楚耀', '泰迪·罗宾', '刘浩龙']",剧情,43064,93,2013,11,28,786.0,70676.0,1088691.0,1411185.0,-443.0,-34209.0,-999801.0,-413599.0
1002,夺樽,3.2,24525721,0.039230607734431884,"['张新亚', '陈晓雷']",['邹丽莎'],"['王洪祥', '翁家明', '王姬', '平安', '淳于珊珊']",剧情,43064,90,2014,02,28,26.0,6757.0,6932.0,14920.0,-6.0,0.0,0.0,0.0
1003,狂舞派,7.3,21360412,1.0,['黄修平'],"['黄修平', '陈心遥', '陈大利']","['颜卓灵', '蔡瀚亿', '杨乐文', '范颖儿', 'Tommy ""Guns"" Ly']",剧情,2788,111,2013,08,08,646.0,3264.0,2655.0,15229.0,-142.0,0.0,0.0,0.0
1004,火鸡总动员,6.0,5154496,0.9999999999978421,['吉米·海沃德'],"['吉米·海沃德', '斯科特·摩西尔', '大卫·I·斯特恩', '约翰·J·施特劳斯']","['欧文·威尔逊', '伍迪·哈里森', '艾米·波勒', '武井乔治', '科尔姆·米尼']",喜剧,2788,91,2014,03,07,311.0,7171.0,12981.0,12506.0,-216.0,-3749.0,-10206.0,-3198.0
1005,恋者多喜欢,4.2,19944572,0.9999999999989242,['白承勋'],['闫国琦'],"['胡兵', '刘涛', '马静怡', '连晋', '崔准硕']",喜剧,43064,90,2014,03,07,979.0,5187.0,10764.0,25587.0,0.0,0.0,0.0,0.0
1006,甜蜜杀机,6.0,21765841,0.0020448583228162014,['连奕琦'],"['于尚民', '陈嘉振', '连奕琦']","['苏有朋', '林依晨', '吴中天', '雷洪', '郎祖筠']",喜剧,43064,101,2014,03,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,兰亭,6.9,19995496,0.9999996323390948,['肖风'],['程晓玲'],"['应岳飞', '段凤娇', '凌霄', '林一航', '吴潇娜']",剧情,1038,108,2014,03,08,821.0,14821.0,15444.0,13594.0,-3.0,-12032.0,-8416.0,-433.0
1008,极品飞车,7.2,20257326,0.999999999841272,['斯科特·沃'],"['乔治·盖汀斯', '约翰·盖汀斯']","['亚伦·保尔', '达科塔·约翰逊', '伊莫琴·普茨', '迈克尔·基顿', '多米尼克·库珀']",剧情,1038,130,2014,03,14,361.0,14309.0,10233.0,24819.0,-282.0,-11156.0,-4992.0,-24392.0
1009,雪国列车,7.3,3071441,0.9999999999160972,['奉俊昊'],"['奉俊昊', '凯利·玛斯特森', '雅克·勒布', '本杰明·罗格朗', '让-马克·罗切特']","['克里斯·埃文斯', '杰米·贝尔', '宋康昊', '蒂尔达·斯文顿', '艾德·哈里斯']",剧情,8936,125,2014,03,17,174.0,17516.0,16438.0,5098.0,-70.0,-16452.0,-12680.0,-1330.0
1010,蓝可儿之旅,4.8,24883793,0.999999493990018,['汪洋'],"['陈乐', '汪阳']",['李漫荻'],悬疑,8936,38,2014,03,20,65.0,7323.0,3785.0,18426.0,-34.0,-7139.0,-3516.0,-17886.0
1011,警察日记,6.4,20426973,1.0,['宁瀛'],['宁岱'],"['王景春', '陈维涵', '孙亮', '侯岩松', '袁利坚']",剧情,35845,110,2014,03,21,75.0,12325.0,55578.0,133908.0,-56.0,-10876.0,-53222.0,-131552.0
1012,英雄之战,3.1,25723081,0.9999996624943704,['虞军豪'],"['虞军豪', '冯华']","['陆毅', '何润东', '魏伊', '张志康', '侯勇']",动作,35845,90,2014,03,21,29.0,4545.0,1258.0,6398.0,-26.0,-4522.0,-1230.0,-6367.0
1013,天才眼镜狗,7.4,3101548,0.9999999999961338,['罗伯·明可夫'],"['杰伊·沃德', '克雷格·赖特']","['泰·布利尔', '麦克斯·查尔斯', '罗莉·弗雷泽', '吉约姆·阿瑞托斯', '帕特里斯·A·缪吉克']",喜剧,15304,92,2014,03,28,813.0,10728.0,40347.0,81459.0,-293.0,-1747.0,-4042.0,-6284.0
1014,驯龙骑士,5.8,5153144,0.4607099372277554,['曼努埃尔·西西里阿'],"['马修·雅各布斯', '曼努埃尔·西西里阿']","['安东尼奥·班德拉斯', '詹姆斯·卡沙莫', '迈克尔·卡尔金', '查尔斯·丹斯', '塔姆欣·伊格顿']",动画,15304,90,2014,03,28,59.0,3365.0,2405.0,1736.0,-29.0,-2322.0,-1670.0,-701.0
1015,我在路上最爱你,3.5,6147308,0.9756600915132484,['金丰起'],['金丰起'],"['黄圣依', '池珍熙', '车秀妍', '文章', '张少华']",剧情,33,94,2014,03,28,93.0,3989.0,4170.0,18748.0,-79.0,-3812.0,896.0,-17543.0
1016,三小强,5.5,25837230,0.1665335948332488,['傅燕'],['柯德涛'],"['韩波', '刘沛', '泽飞', '刘宇静', '柯德涛']",喜剧,33,80,2014,04,04,102582.0,2441.0,2885.0,9980.0,26067.0,0.0,0.0,1.0
1017,笔仙惊魂3,3.2,25828701,0.008888346421297322,['关尔'],"['梁潇潇', '朱孛']","['余心恬', '郭艳', '郭鑫', '郎鹏', '付曼']",悬疑,44,93,2014,04,04,856.0,13839.0,12878.0,123634.0,-3.0,0.0,0.0,0.0
1018,特工艾米拉,2.8,25756355,0.9980097380591584,['徐宏辉'],"['徐宏辉', '啸杨', '焦婷婷', '戎川']","['许绍洋', '吴靖萱', '秦沛', '连凯', '梁家仁']",动作,44,96,2014,04,11,2518268.0,49889.0,161523.0,168348.0,176129.0,0.0,19.0,4.0
1019,硬汉奶爸,4.1,21327518,0.9999999997788979,['李奥'],"['卢卫卫', '李奥']","['刘承俊', '刘芸', '蓝心妍', '王一鸣', '狄威']",喜剧,4863,86,2014,04,11,16.0,232.0,6682.0,298.0,-13.0,-228.0,-3334.0,-291.0
1020,再爱一次好不好,3.8,20451336,0.9999999998686198,['征长张'],['孙夜晓'],"['贺刚', '刘冬', '赵露', '刘韦伯', '吴永伦']",喜剧,4863,94,2014,04,11,632.0,18003.0,17329.0,61019.0,-51.0,0.0,0.0,0.0
1021,追爱大布局,6.0,23163938,0.9999999999797896,['赖俊羽'],"['李佳颖', '苏照彬']","['陈柏霖', '陈意涵', '郭书瑶', '姜康哲', '安唯绫']",喜剧,33318,101,2014,04,15,15.0,306.0,348.0,407.0,-7.0,-160.0,-167.0,-131.0
1023,魔警,5.9,20515977,1.0,['林超贤'],"['吴炜伦', '林超贤']","['吴彦祖', '张家辉', '思漩', '安志杰', '廖启智']",动作,214,112,2014,04,18,815.0,7104.0,8425.0,12167.0,0.0,0.0,0.0,0.0
1024,爱你一世一生,3.0,25708937,0.38306470712250185,"['麦咏麟', '何振华']","['吴卫捷', '麦咏麟', '何振华']","['李小萌', '邹东孝', '盖玺', '黄一飞', '朱咪咪']",爱情,214,85,2014,04,18,872.0,2122.0,17854.0,19985.0,1.0,0.0,0.0,0.0
1025,冰封：重生之门,3.6,6973460,0.4586096692662077,['罗永昌'],['林逢'],"['甄子丹', '王宝强', '黄圣依', '任达华', '喻亢']",喜剧,16636,91,2014,04,25,41.0,2766.0,2824.0,10598.0,-23.0,453.0,664.0,134.0
1026,催眠大师,7.6,24743711,1.0,['陈正道'],"['任鹏', '陈正道']","['徐峥', '莫文蔚', '胡静', '吕中', '王耀庆']",剧情,16636,104,2014,04,29,183.0,1469.0,2736.0,4806.0,-66.0,0.0,0.0,0.0
1027,赞鸟历险记,6.6,3927791,0.9999958022007432,['韦恩·索恩利'],"['卡蜜拉·布勃纳-卡斯特丽兹', '安德鲁·库克', '拉菲艾拉·德尔·多恩', '汤姆·肯尼', '基尔·默里', '布伦特·帕尔默', '尼克·拉比诺维茨', '安东尼·希尔瓦斯顿', '韦恩·索恩利', '林赛·范·布雷克']","['伦纳德·尼莫伊', '杰里米·苏莱泽', '阿比盖尔·布蕾斯琳', '杰夫·高布伦', '塞缪尔·杰克逊']",喜剧,2972,83,2014,04,30,167.0,6284.0,9721.0,24937.0,-109.0,-5111.0,-9384.0,-22707.0
1028,考拉大冒险,5.4,7057975,0.4571088275644334,['李景浩'],"['斯科特·克莱文杰', '克里斯·登克', '蒂莫西·韦恩·彼得内尔']","['查理·比尤利', '利尔·托娃·布林克夫', '艾伦·卡明', '蒂姆·克里', '克里斯·埃杰利']",动画,2972,85,2014,05,01,127.0,3384.0,4914.0,12493.0,-95.0,-1961.0,-2798.0,-7006.0
